17800,201.1413,28.2986
17900,199.1078,33.8466
18000,200.1372,28.0870
18100,204.2061,27.3674
18200,199.9039,25.5171
18300,195.4551,34.6258
18400,202.9908,22.8879
18500,199.2594,25.0483
18600,201.9334,30.3948
18700,202.2454,33.9544
18800,204.5225,25.0515
18900,202.2234,25.7834
19000,197.7786,31.0161
19100,207.5264,25.6102
19200,200.5040,32.6837
19300,208.6394,24.7437
19400,197.9366,29.5094
19500,207.0255,27.2498
19600,201.9755,31.2283
19700,208.5162,18.8951
19800,203.6583,22.3004
19900,211.0835,24.3470
20000,209.3315,33.4737
20100,207.6585,40.6809
20200,209.7392,28.7907
20300,212.7168,27.0197
20400,208.6430,24.9102
20500,211.4092,28.0802
20600,205.1024,24.6762
20700,207.5727,23.9377
20800,208.1562,28.7225
20900,208.3509,28.4530
21000,209.6723,25.2204
21100,211.5232,24.4525
21200,205.2782,27.8232
21300,205.0320,33.8243
21400,209.4493,25.5332
21500,201.9097,28.6523
21600,212.5773,25.2639
21700,215.6955,23.0144
21800,208.3494,26.8137
21900,209.4818,26.9584
22000,218.3216,24.6396
22100,203.5336,24.8909
22200,209.6168,27.2131
22300,212.1022,25.9555
22400,209.5746,27.4740
22500,215.3916,24.7790
22600,209.4323,32.9931
22700,206.9548,24.1158
22800,213.6668,30.3326
22900,210.6751,36.2074
23000,216.6715,24.1831
23100,216.1514,28.0245
23200,210.4655,26.0442
23300,217.1005,24.7272
23400,215.4494,26.9659
23500,214.8340,28.0372
23600,210.7273,29.2282
23700,216.7552,23.3414
23800,215.5411,22.3845
23900,219.0188,19.8774
24000,217.7221,20.4278
24100,218.4634,24.7220
24200,218.8647,26.5383
24300,218.4971,25.8260
24400,216.5043,25.0910
24500,217.0791,26.2298
24600,220.5691,22.0128
24700,217.2245,29.5450
24800,217.8044,21.5680
24900,215.8949,24.4157
25000,221.7116,23.5883
25100,219.5347,27.2752
25200,219.9695,25.7102
25300,220.0326,21.6857
25400,215.8276,26.3496
25500,223.4910,22.3184
25600,214.4173,24.2536
25700,221.3442,23.3212
25800,219.0468,24.3586
25900,225.5172,20.6023
26000,217.1273,25.5012
26100,219.4378,24.9170
26200,220.6326,21.7590
26300,215.8449,32.6539
26400,222.0742,24.1685
26500,221.9322,25.1889
26600,224.2278,22.9462
26700,222.3815,21.7209
26800,221.9253,22.5087
26900,222.2310,20.3740
27000,220.6160,28.5521
27100,221.5487,23.2681
27200,218.5639,37.7935
27300,223.3032,24.3029
27400,224.4516,23.6562
27500,220.5303,20.9155
27600,223.4550,23.8476
27700,222.2542,24.8149
27800,219.7019,32.5188
27900,227.0052,24.4159
28000,221.2318,24.2987
28100,222.6660,25.2601
28200,216.8052,33.3366
28300,221.8611,25.6954
28400,224.3111,30.9610
28500,223.8935,27.2941
28600,221.2000,27.4236
28700,222.1272,23.2005
28800,223.5226,22.1089
28900,224.4813,25.9283
29000,223.2919,18.8860
29100,223.3479,29.4460
29200,224.2817,30.6371
29300,223.7576,27.0980
29400,223.0645,24.3737
29500,224.5400,24.6506
29600,225.5030,22.1564
29700,225.5577,22.8664
29800,226.4478,23.5710
29900,226.3479,20.1547
